"","year","cell","cell_lat","cell_lng","gr_mn_all","gr_pall","gr_mn_for","gr_pfor","p_open","gr_mn_open","gr_mn_lag","...1","colddays","warmdays","spring.gdd","summer.gdd"
"376",2006,647,39.5762282432288,-82.228512671223,126.42,1,118.52,0.76,0.24,151.436666666667,32.9166666666667,1042,16,80,524.565003813078,1120.92036044893
"377",2006,648,40.2321033043929,-78.7499999977146,125.65,1,125.56,0.94,0.0600000000000001,127.06,1.50000000000006,1043,26,80,449.610826463717,1042.02100476995
"378",2006,649,39.5762282442583,-75.2714873254758,127.54,1,122.63,0.8,0.2,147.18,24.5500000000001,1044,4,87,557.084948159526,1232.61357821511
"379",2006,672,35.6719141750947,-90.3080436912314,138.43,1,105.06,0.37,0.63,158.028253968254,52.968253968254,1046,2,122,960.520580446526,1459.34466668717
"380",2006,673,36.4507394369357,-87.063122007697,110.69,1,107.13,0.84,0.16,129.38,22.25,1047,4,105,797.350540898908,1380.00936000944
"381",2006,674,37.1280761088605,-83.7632953205549,112.18,1,112.29,0.98,0.02,106.79,-5.49999999999994,1048,2,104,681.104568071399,1262.6802764859
"382",2006,675,37.7871442771923,-80.4397747302607,122.17,1,122.59,0.97,0.03,108.59,-14.0000000000001,1049,8,88,512.196062913504,1074.72256302222
"383",2006,676,37.7871442781489,-77.0602252664455,120.49,1,118.96,0.94,0.0600000000000001,144.46,25.5,1050,0,110,691.983649339757,1363.87026980366
"384",2006,702,35.3305934931474,-82.0025583843541,111.69,1,111.73,0.99,0.01,107.729999999999,-4.00000000000071,1055,0,109,740.331627353549,1302.15014792216
"385",2006,703,35.9983013483697,-78.7499999975762,118.48,1,115.11,0.9,0.1,148.81,33.7,1056,0,114,785.68635283683,1418.1500814378
"386",2006,733,35.330593494296,-75.4974416214384,130.63,1,124.62,0.78,0.22,151.938181818182,27.3181818181818,1064,0,151,789.298193949985,1458.50766988151
"387",2006,734,37.1280761101847,-73.7367046853622,149.99,1,145.74,0.71,0.29,160.395172413793,14.6551724137931,NA,NA,NA,NA,NA
"388",2006,736,40.6811083445034,-69.9017282266508,141.61,1,141.41,0.95,0.05,145.41,4.0000000000004,1065,13,88,331.232855896668,1001.70490363043
"389",2006,738,44.1402918706975,-65.5800519324866,144.22,1,144.34,0.99,0.01,132.339999999999,-12.0000000000009,1066,41,66,223.831454217874,704.703423927163
"390",2006,739,45.8181578991492,-63.2081616286461,144.44,1,144.63,0.92,0.08,142.255,-2.3749999999998,1067,55,63,196.391440756752,733.846860068601
"391",2006,740,47.4513518013259,-60.6792006261634,142.55,1,142.48,0.92,0.08,143.355,0.875000000000114,1068,51,61,124.214643248936,618.009659459501
"392",2007,487,49.9751478154166,-61.8189891890389,150.17,1,149.82,0.97,0.03,161.486666666666,11.6666666666661,1147,97,34,42.5602958509977,331.124952466426
"393",2007,507,48.3185222794017,-93.0488899839306,141.4,1,141.31,0.98,0.02,145.81,4.50000000000003,1148,94,18,337.272710783158,699.460078780253
"394",2007,508,49.0717115252331,-89.1336983912323,147.58,1,147.59,1,0,NA,NA,1149,95,22,185.828166906297,555.407415361762
"395",2007,509,49.7299451365089,-85.0805221420807,146.82,1,147.32,0.97,0.03,130.653333333333,-16.6666666666667,1150,105,15,222.141180649208,527.741866316976
"396",2007,512,49.7299451372615,-72.4194778549693,145.16,1,144.86,0.95,0.05,150.859999999999,5.9999999999994,1153,107,23,208.252340172281,373.653256278272
"397",2007,513,49.0717115262395,-68.3663016055686,149.38,1,149.43,0.98,0.02,146.929999999999,-2.50000000000117,1154,101,31,133.182842766205,442.976112758715
"398",2007,514,48.3185222805963,-64.4511100125928,153.21,1,153.2,0.99,0.01,154.200000000003,1.00000000000287,1155,84,42,123.177445900675,521.439991403288
"399",2007,534,45.8181578968882,-94.2918383779928,142.99,1,134.94,0.54,0.46,152.44,17.5,1156,66,27,472.035945212183,923.959183827466
"400",2007,535,46.6202372401658,-90.5920142702139,138.02,1,138.05,0.99,0.01,135.050000000001,-2.99999999999903,1157,72,24,330.849062021086,751.148021114852
"401",2007,536,47.3238018444925,-86.7658837943541,140.5,1,140.56,0.99,0.01,134.559999999999,-6.00000000000108,1158,73,40,231.184062273139,633.071901158426
"402",2007,537,47.9578000244938,-82.8176553580113,146.88,1,146.89,0.99,0.01,145.89,-1.00000000000014,1159,91,26,286.765970480234,576.365731557273
"403",2007,538,48.5865921308426,-78.7499999980182,148.2,1,148.36,0.97,0.03,143.026666666666,-5.3333333333338,1160,105,22,270.029569556317,515.599047509703
"404",2007,539,47.9578000251635,-74.6823446390516,146.38,1,146.45,0.98,0.02,142.95,-3.49999999999966,1161,98,30,242.56262002432,464.558837912491
"405",2007,540,47.3238018454605,-70.7341162024827,146.87,1,146.82,0.95,0.05,147.82,1.00000000000026,1162,83,34,213.835796856038,516.207822551965
"406",2007,541,46.6202372413531,-66.9079857263678,150.7,1,150.46,0.97,0.03,158.459999999999,7.99999999999932,1163,69,41,206.677459776133,621.839515763366
"407",2007,562,44.1402918686352,-91.9199480740028,139.99,1,127.94,0.45,0.55,149.849090909091,21.9090909090909,1164,56,43,534.736820400658,989.123405840743
"408",2007,563,44.8891978391312,-88.2953307659256,133.99,1,133.4,0.74,0.26,135.669230769231,2.26923076923077,1165,60,40,392.323997001925,867.038192914099
"409",2007,564,45.5580435896312,-84.5586595325796,136.71,1,137.4,0.93,0.07,127.542857142857,-9.85714285714282,1166,63,56,339.55752180346,770.514704528302
"410",2007,565,46.1870092076203,-80.7130536184924,143.31,1,143.45,0.98,0.02,136.450000000001,-6.99999999999943,1167,76,49,299.101288997239,679.363709849826
"411",2007,566,46.1870092081857,-76.7869463785759,143.03,1,142.86,0.95,0.05,146.26,3.39999999999961,1168,77,38,301.370469858425,651.729186312716
"412",2007,567,45.5580435905451,-72.9413404642818,144.69,1,141.72,0.79,0.21,155.862857142857,14.1428571428571,1169,70,47,299.508537967738,687.320578889602
"413",2007,568,44.8891978402985,-69.2046692307013,144.78,1,144.8,0.99,0.01,142.8,-2.0000000000004,1170,64,46,248.365735814484,689.878891970909
"414",2007,589,41.5914814738607,-93.0964601408555,148.38,1,120.45,0.15,0.85,153.308823529412,32.8588235294118,1171,43,60,651.750291118715,1154.25448602385
"415",2007,590,42.4255736420171,-89.6927335499158,141.98,1,121.91,0.23,0.77,147.974935064935,26.064935064935,1172,52,57,569.021541708726,1058.49321509633
"416",2007,591,43.1334602429176,-86.1445569064626,130.18,1,126.75,0.65,0.35,136.55,9.80000000000001,1173,47,73,463.255083584265,949.321726025636
"417",2007,592,43.7827146670404,-82.4962552442126,140.33,1,128.93,0.35,0.65,146.468461538462,17.5384615384615,1174,55,70,376.462859767631,857.255047084803
"418",2007,593,44.4260057265326,-78.7499999978607,136.31,1,136.39,0.81,0.19,135.968947368421,-0.421052631578874,1175,58,70,318.383788653106,823.161086752758
"419",2007,594,43.7827146678839,-75.0037447526642,137.24,1,137.5,0.93,0.07,133.785714285715,-3.7142857142855,1176,59,59,327.927972964543,775.857127631591
"420",2007,595,43.1334602440522,-71.3554430901979,137.43,1,137.41,0.99,0.01,139.410000000001,2.00000000000077,1177,47,56,333.11877620972,831.846843362838
"421",2007,616,39.0182853806001,-94.233372640393,121.38,1,112.68,0.4,0.6,127.18,14.5,1178,25,79,780.144694213222,1392.72804317841
"422",2007,617,39.9013629432319,-90.9604566621439,138.4,1,118.65,0.26,0.74,145.339189189189,26.6891891891892,1179,29,73,767.206549421621,1320.81337448744
"423",2007,618,40.6811083428193,-87.5982717795414,154.52,1,118.39,0.1,0.9,158.534444444444,40.1444444444445,1180,33,79,716.39281246153,1221.55096097117
"424",2007,619,41.3602908290039,-84.1263735168693,151.64,1,121.43,0.16,0.84,157.394285714286,35.9642857142857,1181,42,70,586.47136482313,1080.48893770999
"425",2007,620,42.005208471077,-80.5643406598932,132.82,1,127.16,0.71,0.29,146.67724137931,19.5172413793103,1182,44,84,416.012789661548,948.896094095628
"426",2007,621,42.0052084718332,-76.9356593369912,133.99,1,133.79,0.92,0.08,136.29,2.50000000000023,1183,47,64,416.334604195475,887.456768516056
"427",2007,622,41.3602908300926,-73.3736264798146,132.38,1,132.3,0.98,0.02,136.3,3.99999999999983,1184,30,73,431.460701175372,967.719029610717
"428",2007,644,37.3548453039452,-92.207396992102,115.79,1,116.1,0.97,0.03,105.766666666667,-10.3333333333329,1185,14,99,829.707235364376,1412.42908677079
"429",2007,645,38.185511830815,-88.9526017248609,135.43,1,116.86,0.35,0.65,145.429230769231,28.5692307692308,1186,17,93,845.663113437077,1395.58370389925
"430",2007,646,38.9133345719446,-85.6252957885435,128.2,1,113.44,0.6,0.4,150.34,36.9,1187,23,88,788.763902860271,1321.47861973523
"431",2007,647,39.5762282432288,-82.228512671223,127.07,1,119.89,0.76,0.24,149.806666666667,29.9166666666666,1188,25,83,677.557861841091,1154.43704532523
"432",2007,648,40.2321033043929,-78.7499999977146,125.84,1,125.99,0.94,0.0600000000000001,123.49,-2.49999999999979,1189,32,80,544.215044859862,1043.00574571503
"433",2007,649,39.5762282442583,-75.2714873254758,127.61,1,124.12,0.8,0.2,141.57,17.45,1190,14,91,586.953596570013,1204.27120281164
"434",2007,672,35.6719141750947,-90.3080436912314,131.99,1,106.78,0.37,0.63,146.795873015873,40.015873015873,1192,4,118,979.159003128141,1551.29497650195
"435",2007,673,36.4507394369357,-87.063122007697,112.51,1,110.44,0.84,0.16,123.3775,12.9375,1193,8,103,895.786360609197,1493.51221592974
"436",2007,674,37.1280761088605,-83.7632953205549,116.03,1,116.18,0.98,0.02,108.68,-7.50000000000044,1194,10,99,810.86025459092,1380.44991182153
"437",2007,675,37.7871442771923,-80.4397747302607,123.67,1,124.21,0.97,0.03,106.21,-17.9999999999995,1195,17,81,616.924784463277,1150.94396821191
"438",2007,676,37.7871442781489,-77.0602252664455,119.48,1,118.59,0.94,0.0600000000000001,133.423333333333,14.8333333333333,1196,2,113,729.214928491228,1363.7149667757
"439",2007,702,35.3305934931474,-82.0025583843541,114.17,1,114.32,0.99,0.01,99.3200000000015,-14.9999999999985,1201,0,109,786.042015855297,1382.02579224768
"440",2007,703,35.9983013483697,-78.7499999975762,118.61,1,115.76,0.9,0.1,144.26,28.4999999999999,1202,0,122,846.464983216515,1491.12039820365
"441",2007,733,35.330593494296,-75.4974416214384,131.45,1,126.04,0.78,0.22,150.630909090909,24.590909090909,1210,0,144,808.626302001956,1476.80011991652
"442",2007,734,37.1280761101847,-73.7367046853622,143.15,1,139.81,0.73,0.27,152.18037037037,12.3703703703704,NA,NA,NA,NA,NA
"443",2007,736,40.6811083445034,-69.9017282266508,141.58,1,141.49,0.95,0.05,143.29,1.79999999999995,1211,23,98,343.59258139972,994.344652724319
"444",2007,738,44.1402918706975,-65.5800519324866,151.88,1,151.97,0.99,0.01,142.97,-9.00000000000043,1212,44,62,182.6290892678,671.333868096579
"445",2007,739,45.8181578991492,-63.2081616286461,154.25,1,154.34,0.92,0.08,153.215,-1.12500000000014,1213,60,63,140.257239436646,704.000654810614
"446",2007,740,47.4513518013259,-60.6792006261634,158.51,0.99,158.1,0.92,0.07,186.542857142857,28.4428571428572,1214,63,58,84.8002007071902,551.938204744186
"447",2008,487,49.9751478154166,-61.8189891890389,146.55,1,146.24,0.97,0.03,156.573333333333,10.3333333333335,1293,113,26,40.7115429537793,451.807171590589
"448",2008,507,48.3185222794017,-93.0488899839306,156.54,1,156.53,0.98,0.02,157.03,0.500000000000171,1294,104,29,146.83432256833,648.189653243366
"449",2008,508,49.0717115252331,-89.1336983912323,160.89,1,160.9,1,0,NA,NA,1295,111,35,91.2567119010408,542.3304691302
"450",2008,509,49.7299451365089,-85.0805221420807,159.88,1,160.29,0.97,0.03,146.623333333334,-13.6666666666661,1296,112,34,96.1309368068607,519.483119806569
"451",2008,512,49.7299451372615,-72.4194778549693,151.94,1,151.66,0.95,0.05,157.26,5.59999999999985,1299,124,25,114.307349782893,465.968094660564
"452",2008,513,49.0717115262395,-68.3663016055686,152.73,1,152.82,0.98,0.02,148.32,-4.50000000000048,1300,120,33,87.4984249316894,499.311183227427
"453",2008,514,48.3185222805963,-64.4511100125928,153.88,1,153.86,0.99,0.01,155.859999999998,1.99999999999827,1301,102,35,88.0529599696228,581.911131537699
"454",2008,534,45.8181578968882,-94.2918383779928,157.24,1,148.3,0.54,0.46,167.734782608696,19.4347826086957,1302,95,41,245.736005056043,856.632266697409
"455",2008,535,46.6202372401658,-90.5920142702139,153.32,1,153.37,0.99,0.01,148.37,-5.00000000000026,1303,95,36,173.725804584412,706.642603579594
"456",2008,536,47.3238018444925,-86.7658837943541,157.03,1,157.05,0.99,0.01,155.05,-2.0000000000002,1304,96,47,105.30832810426,587.520589169992
"457",2008,537,47.9578000244938,-82.8176553580113,158.73,1,158.74,0.99,0.01,157.739999999998,-1.00000000000185,1305,112,39,143.308452835466,548.242490866304
"458",2008,538,48.5865921308426,-78.7499999980182,156.03,1,156.28,0.97,0.03,147.946666666667,-8.33333333333343,1306,108,35,164.556403232001,550.819072629606
"459",2008,539,47.9578000251635,-74.6823446390516,152.55,1,152.56,0.98,0.02,152.06,-0.499999999999972,1307,109,30,173.353790921895,543.041005270206
"460",2008,540,47.3238018454605,-70.7341162024827,149.72,1,149.88,0.95,0.05,146.68,-3.20000000000007,1308,107,33,146.712342333105,574.762107493667
"461",2008,541,46.6202372413531,-66.9079857263678,150.19,1,150.01,0.97,0.03,156.01,6.00000000000043,1309,94,34,166.498789520342,673.715704094455
"462",2008,562,44.1402918686352,-91.9199480740028,152.24,1,138.01,0.45,0.55,163.882727272727,25.8727272727273,1310,81,44,330.265359616747,933.715146416228
"463",2008,563,44.8891978391312,-88.2953307659256,144.69,1,144.52,0.74,0.26,145.173846153846,0.653846153846132,1311,84,45,250.659464546098,823.741389312591
"464",2008,564,45.5580435896312,-84.5586595325796,145.7,1,146.54,0.93,0.07,134.54,-11.9999999999999,1312,81,46,215.569059547948,738.253981093787
"465",2008,565,46.1870092076203,-80.7130536184924,148.35,1,148.49,0.98,0.02,141.489999999999,-7.00000000000125,1313,93,48,194.002003818002,660.245233591818
"466",2008,566,46.1870092081857,-76.7869463785759,144.66,1,144.55,0.95,0.05,146.75,2.19999999999996,1314,95,34,252.214153284625,668.670366986781
"467",2008,567,45.5580435905451,-72.9413404642818,144.44,1,141.21,0.79,0.21,156.590952380952,15.3809523809524,1315,78,36,265.841394190622,733.484810932433
"468",2008,568,44.8891978402985,-69.2046692307013,143.46,1,143.49,0.99,0.01,140.49,-3.00000000000034,1316,66,37,226.057547418412,734.701410646492
"469",2008,589,41.5914814738607,-93.0964601408555,157.1,1,124.43,0.15,0.85,162.865294117647,38.435294117647,1317,61,53,446.010031775814,1043.50038565246
"470",2008,590,42.4255736420171,-89.6927335499158,151.1,1,128.8,0.23,0.77,157.761038961039,28.961038961039,1318,64,51,411.882813846137,1015.28977871055
"471",2008,591,43.1334602429176,-86.1445569064626,137.84,1,134.51,0.65,0.35,144.024285714286,9.51428571428573,1319,54,53,336.128417427192,904.935797420491
"472",2008,592,43.7827146670404,-82.4962552442126,144.51,1,134.31,0.35,0.65,150.002307692308,15.6923076923077,1320,59,55,304.159150152751,820.765605077089
"473",2008,593,44.4260057265326,-78.7499999978607,138.09,1,137.25,0.81,0.19,141.671052631579,4.42105263157893,1321,66,49,267.232370665886,791.130051835325
"474",2008,594,43.7827146678839,-75.0037447526642,134.36,1,134.49,0.93,0.07,132.632857142857,-1.85714285714275,1322,57,44,313.405170447683,783.664039080713
"475",2008,595,43.1334602440522,-71.3554430901979,137.24,1,137.21,0.99,0.01,140.209999999999,2.99999999999889,1323,46,42,318.299369530155,840.945207962366
"476",2008,616,39.0182853806001,-94.233372640393,132.1,1,122.01,0.4,0.6,138.826666666667,16.8166666666666,1324,28,64,595.942897937417,1220.82802573002
"477",2008,617,39.9013629432319,-90.9604566621439,149.71,1,124.98,0.27,0.73,158.856712328767,33.8767123287671,1325,30,67,555.72156748182,1152.38521049101
"478",2008,618,40.6811083428193,-87.5982717795414,164.28,1,125.25,0.1,0.9,168.616666666667,43.3666666666666,1326,36,69,505.208285729318,1106.62998812565
"479",2008,619,41.3602908290039,-84.1263735168693,150.65,1,126.66,0.16,0.84,155.219523809524,28.5595238095238,1327,36,60,458.433202072672,1056.11999746185
"480",2008,620,42.005208471077,-80.5643406598932,133.97,1,127.79,0.71,0.29,149.100344827586,21.3103448275861,1328,43,60,352.689259154382,937.329239277636
"481",2008,621,42.0052084718332,-76.9356593369912,131.45,1,130.78,0.92,0.08,139.155,8.37499999999977,1329,38,53,377.628829535903,870.924601349525
"482",2008,622,41.3602908300926,-73.3736264798146,131.61,1,131.5,0.98,0.02,137,5.50000000000034,1330,24,66,391.335643655174,1002.08642041546
"483",2008,644,37.3548453039452,-92.207396992102,121.07,1,121.18,0.97,0.03,117.513333333333,-3.6666666666671,1331,11,81,653.489074832806,1249.63133591343
"484",2008,645,38.185511830815,-88.9526017248609,148.53,1,119.91,0.35,0.65,163.940769230769,44.0307692307692,1332,16,85,642.939915966986,1258.29219158314
"485",2008,646,38.9133345719446,-85.6252957885435,134.2,1,117.32,0.6,0.4,159.52,42.2,1333,20,87,590.437020679211,1217.37174526715
"486",2008,647,39.5762282432288,-82.228512671223,127.81,1,121.36,0.76,0.24,148.235,26.875,1334,19,74,524.728415265483,1103.45126275166
"487",2008,648,40.2321033043929,-78.7499999977146,126.02,1,126.13,0.94,0.0600000000000001,124.296666666667,-1.83333333333334,1335,18,73,461.075622917238,996.311694507706
"488",2008,649,39.5762282442583,-75.2714873254758,128.02,1,123.71,0.8,0.2,145.26,21.5500000000001,1336,7,91,542.303372884609,1214.56383322008
"489",2008,672,35.6719141750947,-90.3080436912314,143.41,1,113.63,0.37,0.63,160.899841269841,47.2698412698413,1338,6,112,848.328010341704,1444.92338335877
"490",2008,673,36.4507394369357,-87.063122007697,112.38,1,110.01,0.84,0.16,124.8225,14.8124999999999,1339,4,104,746.82265569515,1379.471582052
"491",2008,674,37.1280761088605,-83.7632953205549,116.03,1,116.25,0.98,0.02,105.25,-10.9999999999999,1340,5,108,673.348143304679,1263.42123514038
"492",2008,675,37.7871442771923,-80.4397747302607,124.31,1,124.91,0.97,0.03,104.91,-19.9999999999996,1341,8,84,522.880205038868,1019.43807926272
"493",2008,676,37.7871442781489,-77.0602252664455,120.02,1,118.86,0.94,0.0600000000000001,138.193333333333,19.3333333333332,1342,0,119,707.029267213361,1328.76589162738
"494",2008,702,35.3305934931474,-82.0025583843541,114.06,1,114.32,0.99,0.01,88.3200000000016,-25.9999999999984,1347,2,117,740.603770710949,1290.12317847503
"495",2008,703,35.9983013483697,-78.7499999975762,118.91,1,115.46,0.9,0.1,149.96,34.5,1348,0,134,818.6898358117,1404.59425227936
"496",2008,733,35.330593494296,-75.4974416214384,130.12,1,125.08,0.78,0.22,147.989090909091,22.909090909091,1356,0,155,820.170789668409,1439.13381288606
"497",2008,734,37.1280761101847,-73.7367046853622,149.99,1,146.42,0.69,0.31,157.936129032258,11.5161290322581,NA,NA,NA,NA,NA
"498",2008,736,40.6811083445034,-69.9017282266508,143.18,1,143.06,0.95,0.05,145.46,2.40000000000035,1357,11,80,316.245876748104,1016.44340168562
"499",2008,738,44.1402918706975,-65.5800519324866,148.97,1,149.05,0.99,0.01,141.049999999998,-8.00000000000165,1358,45,45,186.09518340636,721.510756130184
"500",2008,739,45.8181578991492,-63.2081616286461,150.76,1,150.75,0.93,0.07,150.892857142857,0.142857142856855,1359,65,45,133.218868486271,735.243307774541
"501",2008,740,47.4513518013259,-60.6792006261634,154.53,1,154.27,0.92,0.08,157.52,3.24999999999994,1360,76,46,60.9654997012727,620.355875370679
"502",2009,487,49.9751478154166,-61.8189891890389,148.19,1,147.91,0.96,0.04,154.91,7.00000000000014,1439,103,29,35.7215211048501,375.945511135934
"503",2009,507,48.3185222794017,-93.0488899839306,151.99,1,151.96,0.98,0.02,153.46,1.4999999999996,1440,110,38,179.887062797803,623.238062586406
"504",2009,508,49.0717115252331,-89.1336983912323,157.05,1,157.07,1,0,NA,NA,1441,117,35,91.3638788060555,497.119964459208
"505",2009,509,49.7299451365089,-85.0805221420807,154.57,1,155.01,0.97,0.03,140.343333333334,-14.6666666666662,1442,121,33,106.48306824237,502.260646081179
"506",2009,512,49.7299451372615,-72.4194778549693,153.04,1,152.69,0.95,0.05,159.69,6.9999999999998,1445,121,31,100.745106362339,486.039563438721
"507",2009,513,49.0717115262395,-68.3663016055686,150.62,1,150.71,0.98,0.02,146.210000000001,-4.49999999999949,1446,111,34,94.7069828227604,482.230587331262
"508",2009,514,48.3185222805963,-64.4511100125928,149.84,1,149.83,0.98,0.02,150.329999999999,0.499999999999432,1447,96,40,105.588755814952,538.61247499033
"509",2009,534,45.8181578968882,-94.2918383779928,151.73,1,141.56,0.54,0.46,163.668695652174,22.1086956521739,1448,91,41,283.148180430662,809.336021403373
"510",2009,535,46.6202372401658,-90.5920142702139,144.42,1,144.43,0.99,0.01,143.429999999998,-1.00000000000222,1449,95,40,193.371819410908,640.791656040742
"511",2009,536,47.3238018444925,-86.7658837943541,153.01,1,153.03,0.99,0.01,151.03,-2.00000000000006,1450,93,43,105.948397607446,534.904767292862
"512",2009,537,47.9578000244938,-82.8176553580113,156.54,1,156.55,0.99,0.01,155.549999999999,-1.00000000000065,1451,115,32,132.646924790263,539.097180871732
"513",2009,538,48.5865921308426,-78.7499999980182,157.34,1,157.49,0.97,0.03,152.49,-4.99999999999991,1452,116,31,147.364570857652,575.639270405446
"514",2009,539,47.9578000251635,-74.6823446390516,153.53,1,153.59,0.98,0.02,150.59,-3.00000000000045,1453,108,32,135.497111990723,546.554629987499
"515",2009,540,47.3238018454605,-70.7341162024827,147.29,1,147.34,0.95,0.05,146.34,-1,1454,101,33,142.951344529447,566.368105503103
"516",2009,541,46.6202372413531,-66.9079857263678,145.94,1,145.67,0.97,0.03,154.67,9.00000000000048,1455,84,37,175.842649506855,655.140657671557
"517",2009,562,44.1402918686352,-91.9199480740028,149.33,1,135.84,0.45,0.55,160.367272727273,24.5272727272727,1456,77,48,368.931152557696,872.802478270026
"518",2009,563,44.8891978391312,-88.2953307659256,142.32,1,141.26,0.74,0.26,145.336923076923,4.07692307692307,1457,82,43,245.874252977299,742.497954852397
"519",2009,564,45.5580435896312,-84.5586595325796,144.77,1,145.41,0.93,0.07,136.267142857143,-9.14285714285697,1458,83,44,183.653720403837,664.713956879723
"520",2009,565,46.1870092076203,-80.7130536184924,147.31,1,147.41,0.98,0.02,142.410000000001,-4.99999999999912,1459,97,38,158.055272095499,653.860054093298
"521",2009,566,46.1870092081857,-76.7869463785759,145.05,1,144.67,0.95,0.05,152.27,7.60000000000019,1460,91,33,195.909560225222,657.748503494225
"522",2009,567,45.5580435905451,-72.9413404642818,143.25,1,139.15,0.79,0.21,158.673809523809,19.5238095238095,1461,84,37,224.51987705147,713.224020602064
"523",2009,568,44.8891978402985,-69.2046692307013,138.19,1,138.2,0.99,0.01,137.200000000001,-0.999999999998693,1462,75,42,198.413777708593,677.337724628172
"524",2009,589,41.5914814738607,-93.0964601408555,153.42,1,126.38,0.15,0.85,158.191764705882,31.8117647058824,1463,53,60,480.192339968549,983.367181352614
"525",2009,590,42.4255736420171,-89.6927335499158,151.06,1,129.14,0.23,0.77,157.607532467532,28.4675324675325,1464,65,56,420.776981129278,913.587560988268
"526",2009,591,43.1334602429176,-86.1445569064626,139.24,1,134.09,0.65,0.35,148.804285714286,14.7142857142857,1465,66,56,318.402288230643,845.923161515447
"527",2009,592,43.7827146670404,-82.4962552442126,148.06,1,132.71,0.35,0.65,156.325384615385,23.6153846153846,1466,72,53,234.560502582197,762.521378214757
"528",2009,593,44.4260057265326,-78.7499999978607,137.69,1,135.87,0.81,0.19,145.448947368421,9.57894736842101,1467,74,49,215.348748004571,759.61096989267
"529",2009,594,43.7827146678839,-75.0037447526642,133.05,1,133.03,0.93,0.07,133.315714285714,0.285714285714334,1468,72,40,260.17959746549,755.22029969752
"530",2009,595,43.1334602440522,-71.3554430901979,130.97,1,130.94,0.99,0.01,133.940000000001,3.00000000000108,1469,55,43,289.125573271673,788.163292797994
"531",2009,616,39.0182853806001,-94.233372640393,135.16,1,120.51,0.4,0.6,144.926666666667,24.4166666666666,1470,23,75,646.124112197386,1177.63422052364
"532",2009,617,39.9013629432319,-90.9604566621439,149.42,1,121.97,0.26,0.74,159.064594594595,37.0945945945946,1471,33,67,607.629729449476,1105.45367791823
"533",2009,618,40.6811083428193,-87.5982717795414,164.75,1,121.97,0.1,0.9,169.503333333333,47.5333333333333,1472,47,66,523.621758845329,1057.04222285113
"534",2009,619,41.3602908290039,-84.1263735168693,154.85,1,125.07,0.16,0.84,160.522380952381,35.452380952381,1473,52,62,456.48256930552,976.441965573705
"535",2009,620,42.005208471077,-80.5643406598932,135.08,1,126.81,0.71,0.29,155.32724137931,28.5172413793104,1474,57,62,337.667045369026,890.752498742164
"536",2009,621,42.0052084718332,-76.9356593369912,128.93,1,128.18,0.92,0.08,137.555,9.37499999999994,1475,56,47,351.181901547204,817.632182539011
"537",2009,622,41.3602908300926,-73.3736264798146,127,1,126.9,0.98,0.02,131.899999999999,4.99999999999943,1476,36,57,374.457264459296,935.948712848033
"538",2009,644,37.3548453039452,-92.207396992102,117.49,1,117.55,0.97,0.03,115.55,-2.00000000000023,1477,13,80,690.659954175033,1207.08298825416
"539",2009,645,38.185511830815,-88.9526017248609,144.62,1,117.89,0.35,0.65,159.013076923077,41.1230769230769,1478,17,80,720.083429899413,1215.57371462186
"540",2009,646,38.9133345719446,-85.6252957885435,133.55,1,117.58,0.6,0.4,157.505,39.925,1479,26,76,652.559432202315,1122.17385869265
"541",2009,647,39.5762282432288,-82.228512671223,130.68,1,123.37,0.76,0.24,153.828333333333,30.4583333333333,1480,31,67,570.274804727543,1031.0343701428
"542",2009,648,40.2321033043929,-78.7499999977146,126.82,1,126.56,0.94,0.0600000000000001,130.893333333333,4.33333333333323,1481,36,69,475.244407978149,971.654498866822
"543",2009,649,39.5762282442583,-75.2714873254758,127.05,1,122.63,0.8,0.2,144.73,22.1,1482,18,82,543.404440698455,1162.00544202412
"544",2009,672,35.6719141750947,-90.3080436912314,149.12,1,114.91,0.37,0.63,169.211587301587,54.3015873015873,1484,5,105,880.837540048579,1396.62696358711
"545",2009,673,36.4507394369357,-87.063122007697,118.81,1,114.83,0.84,0.16,139.705,24.875,1485,6,99,799.994332889248,1302.16461916392
"546",2009,674,37.1280761088605,-83.7632953205549,118.59,1,118.66,0.98,0.02,115.16,-3.4999999999999,1486,11,93,711.305316433185,1168.40781607628
"547",2009,675,37.7871442771923,-80.4397747302607,124.28,1,124.62,0.97,0.03,113.286666666667,-11.3333333333334,1487,18,80,561.364426174983,1003.4274039673
"548",2009,676,37.7871442781489,-77.0602252664455,120.56,1,119.45,0.94,0.0600000000000001,137.95,18.4999999999999,1488,4,101,747.916377907495,1318.96035114765
"549",2009,702,35.3305934931474,-82.0025583843541,113.97,1,114.1,0.99,0.01,101.100000000001,-12.9999999999991,1493,3,108,752.301100238158,1259.02978739071
"550",2009,703,35.9983013483697,-78.7499999975762,117.64,1,114.8,0.9,0.1,143.2,28.4000000000001,1494,1,115,873.74112869886,1398.06904422543
"551",2009,733,35.330593494296,-75.4974416214384,130.07,1,124.7,0.78,0.22,149.109090909091,24.4090909090909,1502,2,135,884.936522140457,1426.16802207241
"552",2009,734,37.1280761101847,-73.7367046853622,142.99,1,138.29,0.69,0.31,153.451290322581,15.1612903225807,NA,NA,NA,NA,NA
"553",2009,736,40.6811083445034,-69.9017282266508,137.91,1,137.65,0.95,0.05,142.85,5.19999999999956,1503,24,67,304.409248113245,921.226465906101
