ID,lonid,latid,ObsYear,season,VANCAR.median,DANPLE.median,AGRAVAN.median,EURPRO.median,CHICAT.median,ASCMON.median,VANCAR.n,DANPLE.n,AGRAVAN.n,EURPRO.n,CHICAT.n,ASCMON.n
6999,-83.75,33.25,2005,spring,NA,175,175,NA,NA,NA,NA,5,7,NA,NA,NA
7000,-83.75,33.25,2006,spring,NA,NA,174,NA,NA,NA,NA,NA,7,NA,NA,NA
7001,-83.75,33.25,2007,spring,NA,NA,173,NA,NA,NA,NA,NA,7,NA,NA,NA
7002,-83.75,33.25,2008,fall,208,NA,208,NA,NA,NA,7,NA,7,NA,NA,NA
7003,-83.75,33.25,2008,spring,NA,NA,148,NA,NA,NA,NA,NA,7,NA,NA,NA
7004,-83.75,33.25,2009,spring,177,121,121,NA,NA,NA,7,15,28,NA,NA,NA
7005,-83.75,33.25,2010,fall,251,303,249,NA,NA,NA,7,35,70,NA,NA,NA
7006,-83.75,33.25,2010,spring,172,NA,154.5,NA,NA,NA,7,NA,14,NA,NA,NA
7007,-83.75,33.25,2011,fall,NA,251,252,NA,NA,NA,NA,15,21,NA,NA,NA
7008,-83.75,33.25,2011,spring,NA,109,139,NA,NA,NA,NA,50,21,NA,NA,NA
7009,-83.75,33.25,2012,fall,269.5,284,271,NA,NA,NA,42,25,91,NA,NA,NA
7010,-83.75,33.25,2012,spring,NA,127,159,NA,NA,NA,NA,25,77,NA,NA,NA
7011,-83.75,33.25,2013,fall,249,249,249.5,NA,NA,NA,7,5,28,NA,NA,NA
7012,-83.75,33.25,2013,spring,151,NA,150,NA,NA,NA,7,NA,35,NA,NA,NA
7013,-83.75,33.25,2014,fall,248,273.5,248,NA,NA,NA,21,20,35,NA,NA,NA
7014,-83.75,33.25,2014,spring,NA,178,157,NA,NA,NA,NA,5,28,NA,NA,NA
7015,-83.75,33.25,2015,fall,NA,247,246,NA,NA,NA,NA,15,35,NA,NA,NA
7016,-83.75,33.25,2015,spring,NA,128,128,NA,NA,NA,NA,15,56,NA,NA,NA
7017,-83.75,33.25,2016,fall,NA,253,239,NA,NA,NA,NA,15,77,NA,NA,NA
7018,-83.75,33.25,2016,spring,NA,110,171,NA,NA,NA,NA,5,63,NA,NA,NA
7019,-83.75,33.25,2017,fall,248.5,248.5,243,NA,NA,NA,28,20,70,NA,NA,NA
7020,-83.75,33.25,2017,spring,NA,139,164,NA,NA,NA,NA,10,77,NA,NA,NA
7021,-83.75,33.25,2018,fall,NA,257,257,NA,NA,NA,NA,10,21,NA,NA,NA
7022,-83.75,33.25,2018,spring,NA,132.5,138,NA,NA,NA,NA,20,35,NA,NA,NA
7023,-83.75,33.25,2019,fall,256,256,238,NA,NA,NA,7,5,14,NA,NA,NA
7024,-83.75,33.25,2019,spring,137,137,154.5,NA,NA,NA,7,5,14,NA,NA,NA
7025,-83.75,33.75,2015,fall,NA,NA,242,NA,NA,NA,NA,NA,14,NA,NA,NA
7026,-83.75,33.75,2018,fall,185,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
7027,-83.75,34.25,2017,spring,149,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
7028,-83.75,34.75,2018,spring,NA,117,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7029,-83.75,35.25,2005,spring,NA,142,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7030,-83.75,35.75,2007,fall,NA,236,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7031,-83.75,35.75,2009,fall,NA,276,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7032,-83.75,35.75,2009,spring,NA,114,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
7033,-83.75,35.75,2010,fall,NA,220,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7034,-83.75,35.75,2012,spring,NA,141,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7035,-83.75,35.75,2013,spring,NA,167,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7036,-83.75,35.75,2015,fall,200,221,214,NA,NA,NA,7,15,49,NA,NA,NA
7037,-83.75,35.75,2015,spring,NA,168.5,NA,NA,NA,NA,NA,30,NA,NA,NA,NA
7038,-83.75,35.75,2016,fall,NA,199,253.5,NA,NA,NA,NA,35,28,NA,NA,NA
7039,-83.75,35.75,2016,spring,NA,178,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7040,-83.75,35.75,2017,fall,NA,214.5,225,NA,NA,NA,NA,60,63,NA,NA,NA
7041,-83.75,35.75,2017,spring,NA,150,162,NA,NA,NA,NA,80,7,NA,NA,NA
7042,-83.75,35.75,2018,fall,NA,251.5,223.5,NA,NA,NA,NA,40,14,NA,NA,NA
7043,-83.75,35.75,2018,spring,NA,153,NA,NA,NA,NA,NA,45,NA,NA,NA,NA
7044,-83.75,36.25,2017,spring,NA,143,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7045,-83.75,37.75,1989,spring,NA,173,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7046,-83.75,37.75,1991,fall,NA,201,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7047,-83.75,38.75,2001,fall,NA,274,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7048,-83.75,38.75,2011,fall,NA,227,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
7049,-83.75,39.75,1987,fall,NA,192,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7050,-83.75,39.75,1991,fall,188,188,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7051,-83.75,39.75,2013,fall,NA,218,NA,NA,NA,NA,NA,55,NA,NA,NA,NA
7052,-83.75,39.75,2013,spring,NA,149,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
7053,-83.75,39.75,2015,fall,NA,202,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7054,-83.75,39.75,2016,fall,281,239,NA,NA,NA,NA,7,65,NA,NA,NA,NA
7055,-83.75,39.75,2016,spring,NA,153,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7056,-83.75,40.25,2000,fall,235,202,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7057,-83.75,40.25,2000,spring,179,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
7058,-83.75,40.25,2001,fall,240,213,NA,NA,NA,NA,7,15,NA,NA,NA,NA
7059,-83.75,40.25,2001,spring,118.5,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA
7060,-83.75,40.25,2002,fall,219,230,NA,NA,NA,NA,7,40,NA,NA,NA,NA
7061,-83.75,40.25,2002,spring,NA,158,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
7062,-83.75,40.25,2003,fall,268,237,NA,NA,NA,NA,21,45,NA,NA,NA,NA
7063,-83.75,40.25,2003,spring,NA,152,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7064,-83.75,40.25,2004,fall,NA,220,NA,NA,NA,NA,NA,45,NA,NA,NA,NA
7065,-83.75,40.25,2004,spring,NA,144,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7066,-83.75,40.25,2005,fall,219,229.5,NA,NA,NA,NA,7,60,NA,NA,NA,NA
7067,-83.75,40.25,2005,spring,NA,170,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7068,-83.75,40.25,2006,fall,274,232,NA,NA,NA,NA,7,55,NA,NA,NA,NA
7069,-83.75,40.25,2007,fall,245,231,NA,NA,NA,NA,21,55,NA,NA,NA,NA
7070,-83.75,40.25,2007,spring,NA,158,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7071,-83.75,40.25,2008,fall,253.5,232,NA,NA,NA,NA,28,90,NA,NA,NA,NA
7072,-83.75,40.25,2008,spring,NA,170,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7073,-83.75,40.25,2009,fall,NA,226.5,NA,NA,NA,NA,NA,120,NA,NA,NA,NA
7074,-83.75,40.25,2009,spring,153,173,NA,NA,NA,NA,7,25,NA,NA,NA,NA
7075,-83.75,40.25,2010,fall,270.5,225.5,NA,NA,NA,NA,14,130,NA,NA,NA,NA
7076,-83.75,40.25,2010,spring,168,156,NA,NA,NA,NA,7,30,NA,NA,NA,NA
7077,-83.75,40.25,2011,fall,NA,229.5,NA,NA,NA,NA,NA,110,NA,NA,NA,NA
7078,-83.75,40.25,2011,spring,NA,168,NA,NA,NA,NA,NA,25,NA,NA,NA,NA
7079,-83.75,40.25,2012,fall,258.5,238,NA,NA,NA,NA,84,50,NA,NA,NA,NA
7080,-83.75,40.25,2012,spring,113,156,NA,NA,NA,NA,14,25,NA,NA,NA,NA
7081,-83.75,40.25,2013,fall,267,232,NA,NA,NA,NA,14,65,NA,NA,NA,NA
7082,-83.75,40.25,2013,spring,NA,162.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7083,-83.75,40.25,2014,fall,252,226,NA,NA,NA,NA,63,150,NA,NA,NA,NA
7084,-83.75,40.25,2014,spring,NA,167,NA,NA,NA,NA,NA,30,NA,NA,NA,NA
7085,-83.75,40.25,2015,fall,NA,245.5,NA,NA,NA,NA,NA,150,NA,NA,NA,NA
7086,-83.75,40.25,2015,spring,NA,169,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
7087,-83.75,40.25,2016,fall,NA,255,NA,NA,NA,NA,NA,115,NA,NA,NA,NA
7088,-83.75,40.25,2017,fall,247,242,NA,NA,NA,NA,91,135,NA,NA,NA,NA
7089,-83.75,40.25,2017,spring,174,164,NA,NA,NA,NA,14,15,NA,NA,NA,NA
7090,-83.75,40.75,2002,fall,NA,227,NA,NA,NA,NA,NA,55,NA,NA,NA,NA
7091,-83.75,40.75,2003,fall,232,232,NA,NA,NA,NA,49,55,NA,NA,NA,NA
7092,-83.75,40.75,2004,fall,238,238,NA,NA,NA,NA,7,25,NA,NA,NA,NA
7093,-83.75,40.75,2005,fall,230.5,227,NA,NA,NA,NA,42,55,NA,NA,NA,NA
7094,-83.75,40.75,2005,spring,168,168,NA,NA,NA,NA,14,5,NA,NA,NA,NA
7095,-83.75,40.75,2006,fall,NA,221,NA,NA,NA,NA,NA,45,NA,NA,NA,NA
7096,-83.75,40.75,2006,spring,NA,172,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7097,-83.75,40.75,2007,fall,255,227,NA,NA,NA,NA,35,45,NA,NA,NA,NA
7098,-83.75,40.75,2007,spring,171,164,NA,NA,NA,NA,7,15,NA,NA,NA,NA
7099,-83.75,40.75,2008,fall,243.5,236.5,NA,NA,NA,NA,42,50,NA,NA,NA,NA
7100,-83.75,40.75,2008,spring,163,149,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7101,-83.75,40.75,2009,fall,255.5,227.5,NA,NA,NA,NA,28,50,NA,NA,NA,NA
7102,-83.75,40.75,2010,fall,258,237,NA,NA,NA,NA,35,55,NA,NA,NA,NA
7103,-83.75,40.75,2010,spring,NA,163.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7104,-83.75,40.75,2011,fall,NA,232.5,NA,NA,NA,NA,NA,30,NA,NA,NA,NA
7105,-83.75,41.25,2010,fall,245,216.5,NA,NA,NA,NA,21,60,NA,NA,NA,NA
7106,-83.75,41.25,2010,spring,NA,164.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7107,-83.75,41.25,2012,fall,220,223.5,NA,NA,NA,NA,28,30,NA,NA,NA,NA
7108,-83.75,41.25,2013,fall,230,249,NA,NA,NA,NA,14,15,NA,NA,NA,NA
7109,-83.75,41.25,2014,fall,222,219,NA,NA,NA,NA,70,55,NA,NA,NA,NA
7110,-83.75,41.25,2014,spring,NA,165,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
7111,-83.75,41.25,2015,fall,203,242,NA,NA,NA,NA,7,55,NA,NA,NA,NA
7112,-83.75,41.25,2015,spring,NA,175,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7113,-83.75,41.25,2016,fall,NA,243.5,NA,NA,NA,NA,NA,70,NA,NA,NA,NA
7114,-83.75,41.25,2016,spring,115,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
7115,-83.75,41.25,2017,fall,270.5,246,NA,NA,NA,NA,56,95,NA,NA,NA,NA
7116,-83.75,41.25,2017,spring,NA,159.5,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
7117,-83.75,41.75,1999,fall,257,243,NA,NA,NA,NA,7,60,NA,NA,NA,NA
7118,-83.75,41.75,2000,fall,254,219.5,NA,NA,NA,NA,14,20,NA,NA,NA,NA
7119,-83.75,41.75,2000,spring,NA,148.5,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
7120,-83.75,41.75,2001,fall,242,224,NA,NA,NA,NA,77,110,NA,NA,NA,NA
7121,-83.75,41.75,2001,spring,164,166.5,NA,NA,NA,NA,7,20,NA,NA,NA,NA
7122,-83.75,41.75,2002,fall,227,237,NA,NA,NA,NA,21,45,NA,NA,NA,NA
7123,-83.75,41.75,2002,spring,135,171,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7124,-83.75,41.75,2003,fall,268,231.5,NA,NA,NA,NA,35,110,NA,NA,NA,NA
7125,-83.75,41.75,2003,spring,139.5,164,NA,NA,NA,NA,28,5,NA,NA,NA,NA
7126,-83.75,41.75,2004,fall,NA,230,NA,NA,NA,NA,NA,45,NA,NA,NA,NA
7127,-83.75,41.75,2004,spring,141.5,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA
7128,-83.75,41.75,2005,fall,219,241.5,NA,NA,NA,NA,14,50,NA,NA,NA,NA
7129,-83.75,41.75,2005,spring,135.5,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
7130,-83.75,41.75,2006,fall,189,232,NA,NA,NA,NA,7,230,NA,NA,NA,NA
7131,-83.75,41.75,2006,spring,125,149,NA,NA,NA,NA,14,45,NA,NA,NA,NA
7132,-83.75,41.75,2007,fall,250.5,227.5,NA,NA,NA,NA,84,240,NA,NA,NA,NA
7133,-83.75,41.75,2007,spring,136,181,NA,NA,NA,NA,42,25,NA,NA,NA,NA
7134,-83.75,41.75,2008,fall,247,227,NA,NA,NA,NA,161,220,NA,NA,NA,NA
7135,-83.75,41.75,2008,spring,180,172,NA,NA,NA,NA,7,40,NA,NA,NA,NA
7136,-83.75,41.75,2009,fall,253.5,214,NA,NA,NA,NA,14,195,NA,NA,NA,NA
7137,-83.75,41.75,2009,spring,162.5,168.5,NA,NA,NA,NA,14,40,NA,NA,NA,NA
7138,-83.75,41.75,2010,fall,250.5,234,NA,NA,NA,NA,42,175,NA,NA,NA,NA
7139,-83.75,41.75,2010,spring,152,167,NA,NA,NA,NA,21,45,NA,NA,NA,NA
7140,-83.75,41.75,2011,fall,NA,246,NA,NA,NA,NA,NA,215,NA,NA,NA,NA
7141,-83.75,41.75,2011,spring,NA,162.5,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
7142,-83.75,41.75,2012,fall,246,227,NA,NA,NA,NA,126,170,NA,NA,NA,NA
7143,-83.75,41.75,2012,spring,129,145,NA,NA,NA,NA,63,75,NA,NA,NA,NA
7144,-83.75,41.75,2013,fall,257,244,NA,NA,NA,NA,7,120,NA,NA,NA,NA
7145,-83.75,41.75,2013,spring,161.5,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
7146,-83.75,41.75,2014,fall,243,235,NA,NA,NA,NA,77,310,NA,NA,NA,NA
7147,-83.75,41.75,2014,spring,161,176,NA,NA,NA,NA,7,15,NA,NA,NA,NA
7148,-83.75,41.75,2015,fall,242,239,NA,NA,NA,NA,63,305,NA,NA,NA,NA
7149,-83.75,41.75,2015,spring,152,168,NA,NA,NA,NA,42,10,NA,NA,NA,NA
7150,-83.75,41.75,2016,fall,292.5,253,NA,NA,NA,NA,14,215,NA,NA,NA,NA
7151,-83.75,41.75,2016,spring,157,164,NA,NA,NA,NA,21,10,NA,NA,NA,NA
7152,-83.75,41.75,2017,fall,255.5,217,NA,NA,NA,NA,42,55,NA,NA,NA,NA
7153,-83.75,41.75,2017,spring,NA,142,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7154,-83.75,41.75,2018,fall,NA,209.5,NA,NA,NA,NA,NA,30,NA,NA,NA,NA
7155,-83.75,42.25,1996,fall,NA,186,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7156,-83.75,42.25,1997,fall,NA,203,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7157,-83.75,42.25,1998,fall,NA,192,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7158,-83.75,42.25,1999,fall,191,191.5,NA,NA,NA,NA,7,10,NA,NA,NA,NA
7159,-83.75,42.25,2000,fall,NA,187.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7160,-83.75,42.25,2001,fall,185.5,185.5,NA,NA,NA,NA,14,10,NA,NA,NA,NA
7161,-83.75,42.25,2001,spring,NA,167,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7162,-83.75,42.25,2002,fall,NA,190,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7163,-83.75,42.25,2003,fall,189,188,NA,NA,NA,NA,7,10,NA,NA,NA,NA
7164,-83.75,42.25,2004,fall,NA,193,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7165,-83.75,42.25,2005,fall,185,185,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7166,-83.75,42.25,2007,fall,NA,185,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7167,-83.75,42.25,2009,fall,NA,185,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7168,-83.75,42.25,2010,fall,186,186,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7169,-83.75,42.25,2011,fall,NA,185,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7170,-83.75,42.25,2012,fall,189,189,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7171,-83.75,42.25,2014,fall,NA,186,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7172,-83.75,42.25,2015,fall,NA,217,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
7173,-83.75,42.25,2015,spring,174,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
7174,-83.75,42.25,2016,fall,NA,263,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
7175,-83.75,42.25,2017,fall,261,197,NA,NA,NA,NA,14,80,NA,NA,NA,NA
7176,-83.75,42.25,2017,spring,NA,147,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7177,-83.75,42.25,2018,fall,261,220,NA,NA,NA,NA,7,125,NA,NA,NA,NA
7178,-83.75,42.25,2018,spring,165,176,NA,NA,NA,NA,7,30,NA,NA,NA,NA
7179,-83.75,42.75,2002,spring,NA,180,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7180,-83.75,42.75,2003,spring,NA,179,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7181,-83.75,42.75,2004,spring,NA,178,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7182,-83.75,42.75,2005,spring,NA,176,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7183,-83.75,42.75,2006,spring,NA,175,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7184,-83.75,42.75,2007,spring,NA,177.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7185,-83.75,42.75,2008,spring,173,176.5,NA,NA,NA,NA,7,10,NA,NA,NA,NA
7186,-83.75,42.75,2009,spring,NA,177.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7187,-83.75,42.75,2010,spring,177,177,NA,NA,NA,NA,7,10,NA,NA,NA,NA
7188,-83.75,42.75,2011,spring,NA,172.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7189,-83.75,42.75,2012,spring,NA,175,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7190,-83.75,42.75,2013,fall,NA,194,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7191,-83.75,42.75,2013,spring,NA,180,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7192,-83.75,42.75,2015,fall,NA,203,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7193,-83.75,42.75,2016,spring,NA,177,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7194,-83.75,42.75,2017,fall,NA,223.5,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7195,-83.75,42.75,2017,spring,NA,169,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7196,-83.75,42.75,2018,fall,NA,206,NA,NA,NA,NA,NA,35,NA,NA,NA,NA
7197,-83.75,42.75,2018,spring,NA,180,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7198,-83.75,43.25,2007,fall,NA,187,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7199,-83.75,43.25,2008,fall,NA,184,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7200,-83.75,43.25,2009,fall,NA,184,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7201,-83.75,43.25,2010,fall,183,183,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7202,-83.75,43.25,2011,fall,NA,188,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7203,-83.75,43.25,2012,fall,185,187,NA,NA,NA,NA,7,10,NA,NA,NA,NA
7204,-83.75,43.25,2013,fall,NA,184,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7205,-83.75,43.25,2014,fall,NA,214,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7206,-83.75,43.25,2015,fall,NA,183,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7207,-83.75,43.25,2016,fall,NA,190,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7208,-83.75,43.75,2001,spring,NA,171,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7209,-83.75,43.75,2017,fall,189,189,NA,NA,NA,NA,7,5,NA,NA,NA,NA
7210,-83.75,44.25,2001,spring,NA,171,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7211,-83.75,44.25,2017,fall,268,233,NA,NA,NA,NA,70,140,NA,NA,NA,NA
7212,-83.75,44.25,2017,spring,171.5,165,NA,NA,NA,NA,28,30,NA,NA,NA,NA
7213,-83.75,44.25,2018,fall,NA,199,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
7214,-83.75,44.25,2018,spring,NA,150,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
7215,-83.75,44.75,2017,spring,NA,164,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7216,-83.75,44.75,2018,spring,NA,179,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
7217,-83.75,45.25,2017,fall,NA,254,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7218,-83.75,45.25,2018,fall,NA,234,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
7219,-83.75,45.25,2018,spring,NA,157,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
7220,-84.25,30.25,2000,fall,183,NA,183,NA,NA,NA,7,NA,7,NA,NA,NA
7221,-84.25,30.25,2001,fall,259,259,259,NA,NA,NA,7,5,7,NA,NA,NA
7222,-84.25,30.25,2003,fall,NA,289.5,289,NA,NA,NA,NA,10,21,NA,NA,NA
7223,-84.25,30.25,2003,spring,NA,NA,144,NA,NA,NA,NA,NA,28,NA,NA,NA
7224,-84.25,30.25,2004,fall,NA,NA,193,NA,NA,NA,NA,NA,7,NA,NA,NA
7225,-84.25,30.25,2004,spring,NA,NA,145,NA,NA,NA,NA,NA,21,NA,NA,NA
7226,-84.25,30.25,2005,fall,NA,205,205,NA,NA,NA,NA,5,7,NA,NA,NA
7227,-84.25,30.25,2007,fall,NA,299,216,NA,NA,NA,NA,5,21,NA,NA,NA
7228,-84.25,30.25,2008,fall,NA,209,209,NA,NA,NA,NA,5,7,NA,NA,NA
7229,-84.25,30.25,2009,fall,NA,207,207,NA,NA,NA,NA,5,7,NA,NA,NA
7230,-84.25,30.25,2009,spring,NA,NA,150,NA,NA,NA,NA,NA,7,NA,NA,NA
7231,-84.25,30.25,2010,fall,NA,NA,229,NA,NA,NA,NA,NA,14,NA,NA,NA
7232,-84.25,30.25,2011,fall,NA,NA,204,NA,NA,NA,NA,NA,7,NA,NA,NA
7233,-84.25,30.25,2012,fall,NA,NA,210,NA,NA,NA,NA,NA,7,NA,NA,NA
7234,-84.25,30.25,2013,fall,NA,294.5,268,NA,NA,NA,NA,10,14,NA,NA,NA
7235,-84.25,30.25,2014,fall,NA,231,207,NA,NA,NA,NA,10,7,NA,NA,NA
7236,-84.25,30.25,2014,spring,NA,NA,161,NA,NA,NA,NA,NA,7,NA,NA,NA
7237,-84.25,30.25,2015,fall,NA,206,206,NA,NA,NA,NA,5,7,NA,NA,NA
7238,-84.25,30.25,2015,spring,NA,NA,144,NA,NA,NA,NA,NA,14,NA,NA,NA
7239,-84.25,30.25,2016,fall,NA,212,212,NA,NA,NA,NA,5,7,NA,NA,NA
7240,-84.25,30.25,2016,spring,NA,NA,151,NA,NA,NA,NA,NA,14,NA,NA,NA
7241,-84.25,30.25,2017,fall,210,210,249,NA,NA,NA,7,5,21,NA,NA,NA
7242,-84.25,30.25,2017,spring,NA,NA,147,NA,NA,NA,NA,NA,28,NA,NA,NA
7243,-84.25,30.25,2018,fall,NA,NA,209,NA,NA,NA,NA,NA,7,NA,NA,NA
7244,-84.25,30.75,2003,spring,NA,NA,179,NA,NA,NA,NA,NA,7,NA,NA,NA
7245,-84.25,30.75,2004,spring,NA,NA,166,NA,NA,NA,NA,NA,7,NA,NA,NA
7246,-84.25,30.75,2013,fall,NA,297,316,NA,NA,NA,NA,5,49,NA,NA,NA
7247,-84.25,31.75,2004,spring,NA,NA,168,NA,NA,NA,NA,NA,7,NA,NA,NA
7248,-84.25,31.75,2005,spring,NA,168,168,NA,NA,NA,NA,5,7,NA,NA,NA
7249,-84.25,31.75,2006,fall,NA,NA,192,NA,NA,NA,NA,NA,7,NA,NA,NA
7250,-84.25,31.75,2007,fall,NA,198,198,NA,NA,NA,NA,5,7,NA,NA,NA
7251,-84.25,31.75,2009,fall,NA,NA,276,NA,NA,NA,NA,NA,7,NA,NA,NA
7252,-84.25,31.75,2010,fall,NA,NA,189.5,NA,NA,NA,NA,NA,14,NA,NA,NA
7253,-84.25,31.75,2010,spring,NA,NA,162,NA,NA,NA,NA,NA,7,NA,NA,NA
7254,-84.25,31.75,2012,spring,NA,140,140,NA,NA,NA,NA,5,7,NA,NA,NA
7255,-84.25,32.25,2011,fall,NA,NA,253,NA,NA,NA,NA,NA,7,NA,NA,NA
7256,-84.25,32.75,2005,fall,NA,NA,202,NA,NA,NA,NA,NA,7,NA,NA,NA
7257,-84.25,32.75,2006,spring,NA,NA,177,NA,NA,NA,NA,NA,7,NA,NA,NA
7258,-84.25,32.75,2008,fall,190,NA,190,NA,NA,NA,7,NA,7,NA,NA,NA
7259,-84.25,32.75,2009,fall,NA,195,195,NA,NA,NA,NA,5,7,NA,NA,NA
7260,-84.25,32.75,2010,fall,NA,NA,195,NA,NA,NA,NA,NA,21,NA,NA,NA
7261,-84.25,32.75,2011,fall,NA,NA,263,NA,NA,NA,NA,NA,21,NA,NA,NA
7262,-84.25,32.75,2011,spring,NA,NA,143,NA,NA,NA,NA,NA,7,NA,NA,NA
7263,-84.25,32.75,2012,fall,235,235,259,NA,NA,NA,14,15,35,NA,NA,NA
7264,-84.25,32.75,2012,spring,NA,84.5,95,NA,NA,NA,NA,10,70,NA,NA,NA
7265,-84.25,32.75,2013,fall,246,246,246,NA,NA,NA,7,5,7,NA,NA,NA
7266,-84.25,32.75,2013,spring,NA,NA,74,NA,NA,NA,NA,NA,7,NA,NA,NA
7267,-84.25,32.75,2014,fall,NA,NA,238,NA,NA,NA,NA,NA,14,NA,NA,NA
