"","lonid","latid","ObsYear","season","VANCAR.5.mean","DANPLE.5.mean","AGRAVAN.5.mean","EURPRO.5.mean","CHICAT.5.mean","ASCMON.5.mean"
"7548",-84.75,42.25,2017,"fall",NA,206,NA,NA,NA,NA
"7549",-84.75,42.25,2018,"fall",NA,206,NA,NA,NA,NA
"7550",-84.75,42.25,2018,"spring",NA,180,NA,NA,NA,NA
"7551",-84.75,42.75,2001,"fall",205,205,NA,NA,NA,NA
"7552",-84.75,42.75,2002,"fall",NA,205,NA,NA,NA,NA
"7553",-84.75,42.75,2003,"fall",NA,200,NA,NA,NA,NA
"7554",-84.75,42.75,2004,"fall",NA,205,NA,NA,NA,NA
"7555",-84.75,42.75,2006,"fall",NA,200,NA,NA,NA,NA
"7556",-84.75,42.75,2007,"fall",NA,199,NA,NA,NA,NA
"7557",-84.75,42.75,2009,"fall",NA,186,NA,NA,NA,NA
"7558",-84.75,42.75,2013,"fall",NA,198,NA,NA,NA,NA
"7559",-84.75,42.75,2015,"fall",NA,209.8,NA,NA,NA,NA
"7560",-84.75,42.75,2017,"fall",196,206,NA,NA,NA,NA
"7561",-84.75,42.75,2018,"fall",NA,223.2,NA,NA,NA,NA
"7562",-84.75,42.75,2018,"spring",NA,179,NA,NA,NA,NA
"7563",-84.75,43.75,1998,"fall",NA,198,NA,NA,NA,NA
"7564",-84.75,43.75,2001,"spring",NA,138,NA,NA,NA,NA
"7565",-84.75,43.75,2003,"spring",NA,166,NA,NA,NA,NA
"7566",-84.75,43.75,2018,"fall",NA,215,NA,NA,NA,NA
"7567",-84.75,44.75,2007,"spring",NA,170,NA,NA,NA,NA
"7568",-84.75,45.25,1991,"fall",185,185,NA,NA,NA,NA
"7569",-84.75,45.25,1992,"fall",191,191,NA,NA,NA,NA
"7570",-84.75,45.25,1993,"fall",NA,186,NA,NA,NA,NA
"7571",-84.75,45.25,1994,"fall",NA,188,NA,NA,NA,NA
"7572",-84.75,45.25,1995,"fall",187,187,NA,NA,NA,NA
"7573",-84.75,45.25,1996,"fall",NA,186,NA,NA,NA,NA
"7574",-84.75,45.25,1997,"fall",NA,186,NA,NA,NA,NA
"7575",-84.75,45.25,1998,"fall",NA,190,NA,NA,NA,NA
"7576",-84.75,45.25,1999,"fall",NA,186,NA,NA,NA,NA
"7577",-84.75,45.25,2000,"fall",NA,188,NA,NA,NA,NA
"7578",-84.75,45.25,2003,"fall",NA,186,NA,NA,NA,NA
"7579",-84.75,45.25,2005,"fall",NA,189,NA,NA,NA,NA
"7580",-84.75,45.25,2006,"fall",NA,186,NA,NA,NA,NA
"7581",-84.75,45.25,2010,"fall",NA,187,NA,NA,NA,NA
"7582",-84.75,45.25,2012,"fall",NA,185,NA,NA,NA,NA
"7583",-84.75,45.25,2013,"fall",NA,183,NA,NA,NA,NA
"7584",-84.75,45.25,2014,"spring",NA,181,NA,NA,NA,NA
"7585",-84.75,45.25,2015,"fall",189,189,NA,NA,NA,NA
"7586",-84.75,45.25,2016,"spring",NA,182,NA,NA,NA,NA
"7587",-84.75,45.25,2017,"fall",NA,184,NA,NA,NA,NA
"7588",-84.75,45.25,2018,"spring",NA,180,NA,NA,NA,NA
"7589",-84.75,45.75,1995,"spring",NA,154,NA,NA,NA,NA
"7590",-84.75,45.75,1996,"fall",NA,230,NA,NA,NA,NA
"7591",-84.75,45.75,2002,"fall",NA,199,NA,NA,NA,NA
"7592",-84.75,45.75,2016,"fall",NA,208.8,NA,NA,NA,NA
"7593",-84.75,45.75,2017,"spring",NA,145,NA,NA,NA,NA
"7594",-84.75,46.25,1998,"spring",159,NA,NA,NA,NA,NA
"7595",-84.75,46.25,2003,"spring",NA,165,NA,NA,NA,NA
"7596",-84.75,46.25,2018,"fall",NA,225,NA,NA,NA,NA
"7597",-84.75,47.75,2001,"spring",NA,142,NA,NA,NA,NA
"7598",-84.75,47.75,2005,"spring",NA,164,NA,NA,NA,NA
"7599",-84.25,30.25,2000,"fall",183,NA,183,NA,NA,NA
"7600",-84.25,30.25,2001,"fall",259,259,259,NA,NA,NA
"7601",-84.25,30.25,2003,"fall",NA,289,284.8,NA,NA,NA
"7602",-84.25,30.25,2003,"spring",NA,NA,144,NA,NA,NA
"7603",-84.25,30.25,2004,"fall",NA,NA,193,NA,NA,NA
"7604",-84.25,30.25,2004,"spring",NA,NA,145,NA,NA,NA
"7605",-84.25,30.25,2005,"fall",NA,205,205,NA,NA,NA
"7606",-84.25,30.25,2007,"fall",NA,299,203,NA,NA,NA
"7607",-84.25,30.25,2008,"fall",NA,209,209,NA,NA,NA
"7608",-84.25,30.25,2009,"fall",NA,207,207,NA,NA,NA
"7609",-84.25,30.25,2009,"spring",NA,NA,150,NA,NA,NA
"7610",-84.25,30.25,2010,"fall",NA,NA,205,NA,NA,NA
"7611",-84.25,30.25,2011,"fall",NA,NA,204,NA,NA,NA
"7612",-84.25,30.25,2012,"fall",NA,NA,210,NA,NA,NA
"7613",-84.25,30.25,2013,"fall",NA,290,208,NA,NA,NA
"7614",-84.25,30.25,2014,"fall",NA,231,207,NA,NA,NA
"7615",-84.25,30.25,2014,"spring",NA,NA,161,NA,NA,NA
"7616",-84.25,30.25,2015,"fall",NA,206,206,NA,NA,NA
"7617",-84.25,30.25,2015,"spring",NA,NA,144,NA,NA,NA
"7618",-84.25,30.25,2016,"fall",NA,212,212,NA,NA,NA
"7619",-84.25,30.25,2016,"spring",NA,NA,151,NA,NA,NA
"7620",-84.25,30.25,2017,"fall",210,210,210,NA,NA,NA
"7621",-84.25,30.25,2017,"spring",NA,NA,147,NA,NA,NA
"7622",-84.25,30.25,2018,"fall",NA,NA,209,NA,NA,NA
"7623",-84.25,30.75,2003,"spring",NA,NA,179,NA,NA,NA
"7624",-84.25,30.75,2004,"spring",NA,NA,166,NA,NA,NA
"7625",-84.25,30.75,2013,"fall",NA,297,323.8,NA,NA,NA
"7626",-84.25,31.75,2004,"spring",NA,NA,168,NA,NA,NA
"7627",-84.25,31.75,2005,"spring",NA,168,168,NA,NA,NA
"7628",-84.25,31.75,2006,"fall",NA,NA,192,NA,NA,NA
"7629",-84.25,31.75,2007,"fall",NA,198,198,NA,NA,NA
"7630",-84.25,31.75,2009,"fall",NA,NA,276,NA,NA,NA
"7631",-84.25,31.75,2010,"fall",NA,NA,189,NA,NA,NA
"7632",-84.25,31.75,2010,"spring",NA,NA,162,NA,NA,NA
"7633",-84.25,31.75,2012,"spring",NA,140,140,NA,NA,NA
"7634",-84.25,32.25,2011,"fall",NA,NA,253,NA,NA,NA
"7635",-84.25,32.75,2005,"fall",NA,NA,202,NA,NA,NA
"7636",-84.25,32.75,2006,"spring",NA,NA,177,NA,NA,NA
"7637",-84.25,32.75,2008,"fall",190,NA,190,NA,NA,NA
"7638",-84.25,32.75,2009,"fall",NA,195,195,NA,NA,NA
"7639",-84.25,32.75,2010,"fall",NA,NA,268,NA,NA,NA
"7640",-84.25,32.75,2011,"fall",NA,NA,263,NA,NA,NA
"7641",-84.25,32.75,2011,"spring",NA,NA,143,NA,NA,NA
"7642",-84.25,32.75,2012,"fall",235,297,260,NA,NA,NA
"7643",-84.25,32.75,2012,"spring",NA,85.2,127.8,NA,NA,NA
"7644",-84.25,32.75,2013,"fall",246,246,246,NA,NA,NA
"7645",-84.25,32.75,2013,"spring",NA,NA,74,NA,NA,NA
"7646",-84.25,32.75,2014,"fall",NA,NA,238,NA,NA,NA
"7647",-84.25,32.75,2015,"fall",NA,237,237,NA,NA,NA
"7648",-84.25,32.75,2016,"fall",NA,NA,242,NA,NA,NA
"7649",-84.25,32.75,2017,"fall",226,226,226,NA,NA,NA
"7650",-84.25,32.75,2018,"fall",NA,240,240,NA,NA,NA
"7651",-84.25,33.25,2002,"fall",NA,NA,188.8,NA,NA,NA
"7652",-84.25,33.25,2002,"spring",NA,NA,157.8,NA,NA,NA
"7653",-84.25,33.25,2003,"fall",296,296,296,NA,NA,NA
"7654",-84.25,33.25,2004,"fall",NA,231,231,NA,NA,NA
"7655",-84.25,33.25,2004,"spring",102,NA,NA,NA,NA,NA
"7656",-84.25,33.25,2005,"fall",NA,NA,235,NA,NA,NA
"7657",-84.25,33.25,2005,"spring",NA,NA,150,NA,NA,NA
"7658",-84.25,33.25,2006,"fall",NA,228,228,NA,NA,NA
"7659",-84.25,33.25,2007,"fall",229,229,229,NA,NA,NA
"7660",-84.25,33.25,2008,"spring",165,165,165,NA,NA,NA
"7661",-84.25,33.25,2009,"fall",223,223,223,NA,NA,NA
"7662",-84.25,33.25,2010,"fall",NA,266.4,282.2,NA,NA,NA
"7663",-84.25,33.25,2010,"spring",NA,140,142,NA,NA,NA
"7664",-84.25,33.25,2011,"fall",NA,255.8,264.4,NA,NA,NA
"7665",-84.25,33.25,2011,"spring",NA,111,NA,NA,NA,NA
"7666",-84.25,33.25,2012,"fall",223.8,224.4,250,NA,NA,NA
"7667",-84.25,33.25,2012,"spring",126,126,113.8,NA,NA,NA
"7668",-84.25,33.25,2013,"fall",NA,191,191,NA,NA,NA
"7669",-84.25,33.25,2013,"spring",NA,NA,37,NA,NA,NA
"7670",-84.25,33.25,2014,"fall",NA,266,266,NA,NA,NA
"7671",-84.25,33.25,2015,"fall",NA,244,244,NA,NA,NA
"7672",-84.25,33.25,2016,"fall",NA,267,271,NA,NA,NA
"7673",-84.25,33.75,2001,"fall",223,NA,223,NA,NA,NA
"7674",-84.25,33.75,2002,"fall",NA,255,235.4,NA,NA,NA
"7675",-84.25,33.75,2003,"fall",221,221,221,NA,NA,NA
"7676",-84.25,33.75,2004,"fall",NA,NA,252,NA,NA,NA
"7677",-84.25,33.75,2005,"fall",NA,211,211,NA,NA,NA
"7678",-84.25,33.75,2005,"spring",110,NA,NA,NA,NA,NA
"7679",-84.25,33.75,2006,"fall",NA,224,224,NA,NA,NA
"7680",-84.25,33.75,2007,"fall",NA,216,216,NA,NA,NA
"7681",-84.25,33.75,2008,"fall",222,NA,222,NA,NA,NA
"7682",-84.25,33.75,2009,"fall",NA,NA,213,NA,NA,NA
"7683",-84.25,33.75,2010,"fall",257,257,257,NA,NA,NA
"7684",-84.25,33.75,2010,"spring",167,NA,NA,NA,NA,NA
"7685",-84.25,33.75,2011,"fall",NA,228.8,221,NA,NA,NA
"7686",-84.25,33.75,2011,"spring",NA,116,116,NA,NA,NA
"7687",-84.25,33.75,2012,"fall",243.6,254.8,262,NA,NA,NA
"7688",-84.25,33.75,2012,"spring",129,129,129,NA,NA,NA
"7689",-84.25,33.75,2013,"fall",257,233.2,253,NA,NA,NA
"7690",-84.25,33.75,2014,"fall",252,252,259,NA,NA,NA
"7691",-84.25,33.75,2014,"spring",NA,126,NA,NA,NA,NA
"7692",-84.25,33.75,2015,"fall",259,NA,259,NA,NA,NA
"7693",-84.25,33.75,2015,"spring",93,NA,157,NA,NA,NA
"7694",-84.25,33.75,2016,"fall",NA,NA,260,NA,NA,NA
"7695",-84.25,33.75,2016,"spring",111,NA,171,NA,NA,NA
"7696",-84.25,33.75,2017,"fall",258,217,258,NA,NA,NA
"7697",-84.25,33.75,2017,"spring",NA,104,104,NA,NA,NA
"7698",-84.25,33.75,2018,"fall",NA,250,250,NA,NA,NA
"7699",-84.25,33.75,2018,"spring",NA,103,NA,NA,NA,NA
"7700",-84.25,33.75,2019,"fall",215,215,215,NA,NA,NA
"7701",-84.25,34.25,2001,"spring",76,NA,NA,NA,NA,NA
"7702",-84.25,34.25,2003,"fall",267,262,262,NA,NA,NA
"7703",-84.25,34.25,2016,"fall",NA,NA,331.4,NA,NA,NA
"7704",-84.25,34.25,2017,"fall",NA,248,243.8,NA,NA,NA
"7705",-84.25,34.25,2018,"fall",NA,270,NA,NA,NA,NA
"7706",-84.25,34.75,1999,"fall",NA,236,NA,NA,NA,NA
"7707",-84.25,34.75,2018,"fall",NA,NA,250,NA,NA,NA
"7708",-84.25,36.25,2003,"fall",NA,257,NA,NA,NA,NA
"7709",-84.25,36.25,2005,"fall",NA,204,NA,NA,NA,NA
"7710",-84.25,36.75,2016,"fall",NA,209,209,NA,NA,NA
"7711",-84.25,36.75,2017,"fall",NA,197,197,NA,NA,NA
"7712",-84.25,37.75,1997,"fall",207,207,NA,NA,NA,NA
"7713",-84.25,37.75,1998,"fall",NA,218,NA,NA,NA,NA
"7714",-84.25,37.75,2000,"fall",190,190,NA,NA,NA,NA
"7715",-84.25,37.75,2001,"fall",NA,195,NA,NA,NA,NA
"7716",-84.25,37.75,2002,"fall",NA,201,NA,NA,NA,NA
"7717",-84.25,37.75,2003,"fall",193,193,NA,NA,NA,NA
"7718",-84.25,37.75,2005,"fall",197,197,NA,NA,NA,NA
"7719",-84.25,37.75,2007,"fall",NA,249,NA,NA,NA,NA
"7720",-84.25,37.75,2017,"fall",196,196,NA,NA,NA,NA
"7721",-84.25,37.75,2018,"spring",NA,181,NA,NA,NA,NA
"7722",-84.25,38.25,2015,"fall",NA,287,NA,NA,NA,NA
"7723",-84.25,38.75,2002,"fall",NA,242,NA,NA,NA,NA
"7724",-84.25,38.75,2003,"fall",NA,230,NA,NA,NA,NA
"7725",-84.25,38.75,2009,"fall",262,227,NA,NA,NA,NA
"7726",-84.25,38.75,2009,"spring",NA,149,NA,NA,NA,NA
"7727",-84.25,38.75,2010,"fall",NA,230,NA,NA,NA,NA
"7728",-84.25,38.75,2012,"fall",269.6,253.6,NA,NA,NA,NA
"7729",-84.25,38.75,2013,"fall",NA,271.8,NA,NA,NA,NA
"7730",-84.25,38.75,2014,"fall",NA,234.2,NA,NA,NA,NA
"7731",-84.25,38.75,2014,"spring",NA,165,NA,NA,NA,NA
"7732",-84.25,38.75,2015,"fall",185,252.2,NA,NA,NA,NA
"7733",-84.25,38.75,2015,"spring",142,NA,NA,NA,NA,NA
"7734",-84.25,39.25,1995,"fall",NA,253,NA,NA,NA,NA
"7735",-84.25,39.25,1999,"fall",193,250,NA,NA,NA,NA
"7736",-84.25,39.25,1999,"spring",NA,172,NA,NA,NA,NA
"7737",-84.25,39.25,2000,"fall",NA,261.4,NA,NA,NA,NA
"7738",-84.25,39.25,2000,"spring",NA,178,NA,NA,NA,NA
"7739",-84.25,39.25,2001,"fall",214.4,252.8,NA,NA,NA,NA
"7740",-84.25,39.25,2001,"spring",NA,163,NA,NA,NA,NA
"7741",-84.25,39.25,2002,"fall",247.4,188,NA,NA,NA,NA
"7742",-84.25,39.25,2003,"fall",253,239.6,NA,NA,NA,NA
"7743",-84.25,39.25,2003,"spring",134,121,NA,NA,NA,NA
"7744",-84.25,39.25,2004,"fall",NA,192,NA,NA,NA,NA
"7745",-84.25,39.25,2004,"spring",180,170,NA,NA,NA,NA
"7746",-84.25,39.25,2005,"fall",231,239,NA,NA,NA,NA
"7747",-84.25,39.25,2005,"spring",155,NA,NA,NA,NA,NA
"7748",-84.25,39.25,2006,"fall",NA,189,NA,NA,NA,NA
"7749",-84.25,39.25,2006,"spring",140,154.4,NA,NA,NA,NA
"7750",-84.25,39.25,2007,"fall",264.4,242.6,NA,NA,NA,NA
"7751",-84.25,39.25,2007,"spring",128,150.2,NA,NA,NA,NA
"7752",-84.25,39.25,2008,"fall",192,192,NA,NA,NA,NA
"7753",-84.25,39.25,2008,"spring",114.8,116,NA,NA,NA,NA
"7754",-84.25,39.25,2009,"fall",259,252.2,NA,NA,NA,NA
"7755",-84.25,39.25,2009,"spring",125,122,NA,NA,NA,NA
"7756",-84.25,39.25,2010,"fall",240,184,NA,NA,NA,NA
"7757",-84.25,39.25,2010,"spring",143,160.6,NA,NA,NA,NA
"7758",-84.25,39.25,2011,"fall",NA,262.6,NA,NA,NA,NA
"7759",-84.25,39.25,2012,"fall",267,211,NA,NA,NA,NA
"7760",-84.25,39.25,2012,"spring",142,172.8,NA,NA,NA,NA
"7761",-84.25,39.25,2013,"fall",268,248,NA,NA,NA,NA
"7762",-84.25,39.25,2013,"spring",NA,159,NA,NA,NA,NA
"7763",-84.25,39.25,2014,"fall",279.8,248.2,NA,NA,NA,NA
"7764",-84.25,39.25,2014,"spring",158,158,NA,NA,NA,NA
"7765",-84.25,39.25,2015,"fall",278,220,NA,NA,NA,NA
"7766",-84.25,39.25,2015,"spring",NA,173,NA,NA,NA,NA
"7767",-84.25,39.25,2016,"fall",NA,264,NA,NA,NA,NA
"7768",-84.25,39.25,2016,"spring",NA,176,NA,NA,NA,NA
"7769",-84.25,39.25,2017,"fall",245,237,NA,NA,NA,NA
"7770",-84.25,39.25,2017,"spring",161,161,NA,NA,NA,NA
"7771",-84.25,39.25,2018,"fall",310,308,NA,NA,NA,NA
"7772",-84.25,39.25,2018,"spring",NA,167,NA,NA,NA,NA
"7773",-84.25,39.75,1989,"fall",203,203,NA,NA,NA,NA
"7774",-84.25,39.75,1990,"fall",NA,205,NA,NA,NA,NA
"7775",-84.25,39.75,1991,"fall",201,201,NA,NA,NA,NA
"7776",-84.25,39.75,1992,"fall",200,200,NA,NA,NA,NA
"7777",-84.25,39.75,1993,"fall",198,198,NA,NA,NA,NA
"7778",-84.25,39.75,1994,"fall",NA,204,NA,NA,NA,NA
"7779",-84.25,39.75,1995,"fall",203,203,NA,NA,NA,NA
"7780",-84.25,39.75,1996,"fall",202,202,NA,NA,NA,NA
"7781",-84.25,39.75,1997,"fall",NA,200,NA,NA,NA,NA
"7782",-84.25,39.75,1998,"fall",199,199,NA,NA,NA,NA
"7783",-84.25,39.75,1999,"fall",269,198,NA,NA,NA,NA
"7784",-84.25,39.75,1999,"spring",NA,173.4,NA,NA,NA,NA
"7785",-84.25,39.75,2000,"fall",232,204,NA,NA,NA,NA
"7786",-84.25,39.75,2000,"spring",NA,145,NA,NA,NA,NA
"7787",-84.25,39.75,2001,"fall",202,202,NA,NA,NA,NA
"7788",-84.25,39.75,2001,"spring",163,168,NA,NA,NA,NA
"7789",-84.25,39.75,2002,"fall",NA,194,NA,NA,NA,NA
"7790",-84.25,39.75,2002,"spring",124,171,NA,NA,NA,NA
"7791",-84.25,39.75,2003,"fall",205,236,NA,NA,NA,NA
"7792",-84.25,39.75,2003,"spring",173,156,NA,NA,NA,NA
"7793",-84.25,39.75,2004,"fall",210,239.6,NA,NA,NA,NA
"7794",-84.25,39.75,2004,"spring",NA,177,NA,NA,NA,NA
"7795",-84.25,39.75,2005,"fall",204,204,NA,NA,NA,NA
"7796",-84.25,39.75,2005,"spring",176,175,NA,NA,NA,NA
"7797",-84.25,39.75,2006,"fall",272.2,203,NA,NA,NA,NA
"7798",-84.25,39.75,2006,"spring",NA,176,NA,NA,NA,NA
"7799",-84.25,39.75,2007,"fall",268.2,202,NA,NA,NA,NA
"7800",-84.25,39.75,2007,"spring",150,149.6,NA,NA,NA,NA
"7801",-84.25,39.75,2008,"fall",201,201,NA,NA,NA,NA
"7802",-84.25,39.75,2008,"spring",162.4,154.4,NA,NA,NA,NA
"7803",-84.25,39.75,2009,"fall",251.8,199,NA,NA,NA,NA
"7804",-84.25,39.75,2009,"spring",NA,154.4,NA,NA,NA,NA
"7805",-84.25,39.75,2010,"fall",262.4,204,NA,NA,NA,NA
"7806",-84.25,39.75,2010,"spring",174.6,175,NA,NA,NA,NA
"7807",-84.25,39.75,2011,"fall",267,197,NA,NA,NA,NA
"7808",-84.25,39.75,2011,"spring",NA,146.4,NA,NA,NA,NA
"7809",-84.25,39.75,2012,"fall",196,196,NA,NA,NA,NA
"7810",-84.25,39.75,2012,"spring",179,115,NA,NA,NA,NA
"7811",-84.25,39.75,2013,"fall",269,194,NA,NA,NA,NA
"7812",-84.25,39.75,2013,"spring",NA,154,NA,NA,NA,NA
"7813",-84.25,39.75,2014,"fall",245.6,193,NA,NA,NA,NA
"7814",-84.25,39.75,2014,"spring",177,181,NA,NA,NA,NA
"7815",-84.25,39.75,2015,"fall",204,192,NA,NA,NA,NA
"7816",-84.25,39.75,2015,"spring",161,169,NA,NA,NA,NA
"7817",-84.25,39.75,2016,"fall",257,228,NA,NA,NA,NA
"7818",-84.25,39.75,2016,"spring",148,169,NA,NA,NA,NA
"7819",-84.25,39.75,2017,"fall",210,210,NA,NA,NA,NA
"7820",-84.25,39.75,2017,"spring",152,153.6,NA,NA,NA,NA
"7821",-84.25,39.75,2018,"fall",NA,195,NA,NA,NA,NA
"7822",-84.25,40.25,1991,"fall",NA,187,NA,NA,NA,NA
"7823",-84.25,40.25,1995,"fall",NA,189,NA,NA,NA,NA
"7824",-84.25,40.25,2013,"fall",225.4,245,NA,NA,NA,NA
"7825",-84.25,40.25,2013,"spring",NA,180,NA,NA,NA,NA
"7826",-84.25,40.25,2014,"fall",249.4,227,NA,NA,NA,NA
"7827",-84.25,40.25,2015,"fall",241,244,NA,NA,NA,NA
"7828",-84.25,40.75,1998,"fall",NA,231.8,NA,NA,NA,NA
"7829",-84.25,40.75,1999,"fall",NA,254.8,NA,NA,NA,NA
"7830",-84.25,40.75,1999,"spring",136,148,NA,NA,NA,NA
"7831",-84.25,40.75,2000,"fall",NA,244.2,NA,NA,NA,NA
"7832",-84.25,40.75,2001,"fall",228.6,218.8,NA,NA,NA,NA
"7833",-84.25,40.75,2001,"spring",140,162,NA,NA,NA,NA
"7834",-84.25,40.75,2002,"fall",251.6,247.4,NA,NA,NA,NA
"7835",-84.25,40.75,2002,"spring",NA,176,NA,NA,NA,NA
"7836",-84.25,40.75,2003,"fall",192,192,NA,NA,NA,NA
"7837",-84.25,40.75,2003,"spring",142.8,154,NA,NA,NA,NA
"7838",-84.25,40.75,2004,"fall",240,191,NA,NA,NA,NA
"7839",-84.25,40.75,2004,"spring",174,NA,NA,NA,NA,NA
"7840",-84.25,40.75,2005,"fall",189,251,NA,NA,NA,NA
"7841",-84.25,40.75,2005,"spring",NA,173,NA,NA,NA,NA
"7842",-84.25,40.75,2009,"fall",NA,211,NA,NA,NA,NA
"7843",-84.25,40.75,2009,"spring",NA,177,NA,NA,NA,NA
"7844",-84.25,40.75,2010,"fall",263,225.2,NA,NA,NA,NA
"7845",-84.25,40.75,2010,"spring",NA,175,NA,NA,NA,NA
"7846",-84.25,40.75,2011,"fall",NA,269,NA,NA,NA,NA
"7847",-84.25,40.75,2012,"fall",249,237.4,NA,NA,NA,NA
"7848",-84.25,40.75,2012,"spring",130,146.4,NA,NA,NA,NA
"7849",-84.25,40.75,2013,"fall",219.6,224.4,NA,NA,NA,NA
"7850",-84.25,40.75,2013,"spring",140,154,NA,NA,NA,NA
"7851",-84.25,40.75,2014,"fall",236,239,NA,NA,NA,NA
"7852",-84.25,40.75,2014,"spring",NA,174.6,NA,NA,NA,NA
"7853",-84.25,40.75,2015,"fall",NA,247.8,NA,NA,NA,NA
"7854",-84.25,40.75,2015,"spring",NA,173.4,NA,NA,NA,NA
"7855",-84.25,40.75,2016,"fall",218,247,NA,NA,NA,NA
"7856",-84.25,40.75,2016,"spring",NA,171,NA,NA,NA,NA
"7857",-84.25,40.75,2017,"fall",265.4,241.2,NA,NA,NA,NA
"7858",-84.25,40.75,2017,"spring",NA,160.8,NA,NA,NA,NA
"7859",-84.25,41.25,1999,"fall",NA,231.4,NA,NA,NA,NA
"7860",-84.25,41.25,1999,"spring",181,167.4,NA,NA,NA,NA
"7861",-84.25,41.25,2008,"spring",NA,125.8,NA,NA,NA,NA
"7862",-84.25,42.25,1995,"spring",175,NA,NA,NA,NA,NA
"7863",-84.25,42.25,1996,"spring",NA,181,NA,NA,NA,NA
"7864",-84.25,42.25,1997,"fall",NA,191,NA,NA,NA,NA
"7865",-84.25,42.25,1997,"spring",NA,179,NA,NA,NA,NA
"7866",-84.25,42.25,1998,"fall",NA,185,NA,NA,NA,NA
"7867",-84.25,42.25,1999,"fall",NA,184,NA,NA,NA,NA
"7868",-84.25,42.25,2000,"fall",NA,183,NA,NA,NA,NA
"7869",-84.25,42.25,2000,"spring",NA,176,NA,NA,NA,NA
"7870",-84.25,42.25,2001,"spring",174,181,NA,NA,NA,NA
"7871",-84.25,42.25,2002,"fall",NA,187,NA,NA,NA,NA
"7872",-84.25,42.25,2002,"spring",NA,180,NA,NA,NA,NA
"7873",-84.25,42.25,2003,"fall",186,186,NA,NA,NA,NA
"7874",-84.25,42.25,2003,"spring",181,181,NA,NA,NA,NA
"7875",-84.25,42.25,2004,"fall",NA,185,NA,NA,NA,NA
"7876",-84.25,42.25,2004,"spring",NA,182,NA,NA,NA,NA
"7877",-84.25,42.25,2005,"fall",183,183,NA,NA,NA,NA
"7878",-84.25,42.25,2005,"spring",NA,181,NA,NA,NA,NA
"7879",-84.25,42.25,2006,"fall",NA,185,NA,NA,NA,NA
"7880",-84.25,42.25,2007,"fall",NA,183,NA,NA,NA,NA
"7881",-84.25,42.25,2007,"spring",NA,169.8,NA,NA,NA,NA
"7882",-84.25,42.25,2008,"fall",NA,184,NA,NA,NA,NA
"7883",-84.25,42.25,2008,"spring",168.8,168.8,NA,NA,NA,NA
"7884",-84.25,42.25,2009,"fall",NA,191,NA,NA,NA,NA
"7885",-84.25,42.25,2009,"spring",NA,165.6,NA,NA,NA,NA
"7886",-84.25,42.25,2010,"fall",208.4,184,NA,NA,NA,NA
"7887",-84.25,42.25,2010,"spring",NA,149,NA,NA,NA,NA
"7888",-84.25,42.25,2011,"fall",NA,183,NA,NA,NA,NA
"7889",-84.25,42.25,2011,"spring",NA,161.8,NA,NA,NA,NA
"7890",-84.25,42.25,2012,"fall",186,186,NA,NA,NA,NA
"7891",-84.25,42.25,2012,"spring",148,125,NA,NA,NA,NA
"7892",-84.25,42.25,2013,"fall",NA,183,NA,NA,NA,NA
"7893",-84.25,42.25,2013,"spring",NA,181,NA,NA,NA,NA
"7894",-84.25,42.25,2014,"fall",235,182,NA,NA,NA,NA
"7895",-84.25,42.25,2014,"spring",180,161.4,NA,NA,NA,NA
"7896",-84.25,42.25,2015,"fall",NA,183,NA,NA,NA,NA
"7897",-84.25,42.25,2015,"spring",150,161.6,NA,NA,NA,NA
"7898",-84.25,42.25,2016,"fall",NA,186,NA,NA,NA,NA
"7899",-84.25,42.25,2016,"spring",NA,149,NA,NA,NA,NA
"7900",-84.25,42.25,2017,"fall",182,185,NA,NA,NA,NA
"7901",-84.25,42.25,2017,"spring",NA,147,NA,NA,NA,NA
"7902",-84.25,42.25,2018,"fall",NA,185,NA,NA,NA,NA
"7903",-84.25,42.25,2018,"spring",NA,181,NA,NA,NA,NA
"7904",-84.25,42.25,2019,"fall",237,237,NA,NA,NA,NA
"7905",-84.25,42.25,2019,"spring",NA,162,NA,NA,NA,NA
"7906",-84.25,42.75,2009,"fall",NA,186,NA,NA,NA,NA
"7907",-84.25,42.75,2012,"spring",NA,148,NA,NA,NA,NA
"7908",-84.25,42.75,2016,"fall",NA,293,NA,NA,NA,NA
"7909",-84.25,43.25,1997,"fall",NA,188,NA,NA,NA,NA
"7910",-84.25,43.25,1999,"fall",NA,192,NA,NA,NA,NA
"7911",-84.25,43.25,2000,"spring",NA,171,NA,NA,NA,NA
"7912",-84.25,43.25,2001,"fall",195,195,NA,NA,NA,NA
"7913",-84.25,43.25,2002,"fall",NA,201,NA,NA,NA,NA
"7914",-84.25,43.25,2003,"fall",199,187,NA,NA,NA,NA
"7915",-84.25,43.25,2003,"spring",NA,178,NA,NA,NA,NA
"7916",-84.25,43.25,2004,"fall",NA,192,NA,NA,NA,NA
"7917",-84.25,43.25,2005,"fall",190,190,NA,NA,NA,NA
"7918",-84.25,43.25,2007,"fall",NA,188,NA,NA,NA,NA
"7919",-84.25,43.25,2008,"fall",NA,197,NA,NA,NA,NA
"7920",-84.25,43.25,2009,"fall",NA,201,NA,NA,NA,NA
"7921",-84.25,43.25,2010,"fall",NA,191,NA,NA,NA,NA
"7922",-84.25,43.25,2011,"fall",NA,189,NA,NA,NA,NA
"7923",-84.25,43.25,2013,"fall",NA,189,NA,NA,NA,NA
